RANK,NAME,COINS_URL,PRICE,DIRECT_VOLUME,TOTAL_VOLUME,TIER_VOLUME,MARKET_CAP,RATING,PRICE_CHANGE,CHART
79,pNetwork Token-PNT,https://www.cryptocompare.com/coins/pnt/overview/USD,$ 0.2014,"$ 7,971.09",$ 1.18 M,$ 816.36 k,$ 17.70 M,D+,,https://images.cryptocompare.com/sparkchart/PNT/USD/latest.png?ts=1655401200
80,Rari Governance Token-RGT,https://www.cryptocompare.com/coins/rgt/overview/USD,$ 5.850,$ 912.31 k,$ 761.58 k,$ 761.58 k,$ 73.04 M,,,https://images.cryptocompare.com/sparkchart/RGT/USD/latest.png?ts=1655401200
81,Ampleforth-AMPL,https://www.cryptocompare.com/coins/ampl/overview/USD,$ 0.7925,$ 391.90 k,$ 792.69 k,$ 723.87 k,$ 40.57 M,D+,,https://images.cryptocompare.com/sparkchart/AMPL/USD/latest.png?ts=1655401200
82,PowerPool Concentrated Voting Power-CVP,https://www.cryptocompare.com/coins/cvp/overview/USD,$ 0.2536,-,$ 653.59 k,$ 653.59 k,$ 25.36 M,D+,,https://images.cryptocompare.com/sparkchart/CVP/USD/latest.png?ts=1655401200
83,dForce-DF,https://www.cryptocompare.com/coins/df/overview/USD,$ 0.03386,-,$ 594.63 k,$ 594.63 k,$ 33.86 M,D+,,https://images.cryptocompare.com/sparkchart/DF/USD/latest.png?ts=1655401200
84,Quickswap-QUICK,https://www.cryptocompare.com/coins/quick/overview/USD,$ 57.41,$ 512.98 k,$ 580.69 k,$ 580.69 k,$ 57.41 M,,,https://images.cryptocompare.com/sparkchart/QUICK/USD/latest.png?ts=1655401200
85,Keep Network-KEEP,https://www.cryptocompare.com/coins/keep/overview/USD,$ 0.1628,$ 464.62 k,$ 546.52 k,$ 546.52 k,$ 162.78 M,,,https://images.cryptocompare.com/sparkchart/KEEP/USD/latest.png?ts=1655401200
86,Cream-CREAM,https://www.cryptocompare.com/coins/cream/overview/USD,$ 17.00,$ 90.76 k,$ 461.02 k,$ 461.02 k,$ 49.72 M,D+,,https://images.cryptocompare.com/sparkchart/CREAM/USD/latest.png?ts=1655401200
87,Radix-XRD,https://www.cryptocompare.com/coins/xrd/overview/USD,$ 0.06314,$ 332.19 k,$ 431.53 k,$ 431.53 k,$ 777.15 M,,,https://images.cryptocompare.com/sparkchart/XRD/USD/latest.png?ts=1655401200
88,Student Coin-STC,https://www.cryptocompare.com/coins/stc/overview/USD,$ 0.004558,-,$ 415.48 k,$ 415.48 k,$ 45.58 M,,,https://images.cryptocompare.com/sparkchart/STC/USD/latest.png?ts=1655401200
89,AirSwap-AST,https://www.cryptocompare.com/coins/ast/overview/USD,$ 0.06047,$ 0,$ 360.59 k,$ 360.59 k,$ 30.24 M,D,,https://images.cryptocompare.com/sparkchart/AST/USD/latest.png?ts=1655401200
90,Creditcoin-CTC,https://www.cryptocompare.com/coins/ctc/overview/USD,$ 0.3077,-,$ 324.52 k,$ 324.52 k,$ 211.77 M,,,https://images.cryptocompare.com/sparkchart/CTC/USD/latest.png?ts=1655401200
91,EasyFi V2-EZ,https://www.cryptocompare.com/coins/ez/overview/USD,$ 0.4364,-,$ 304.98 k,$ 304.98 k,$ 4.36 M,,,https://images.cryptocompare.com/sparkchart/EZ/USD/latest.png?ts=1655401200
92,SUKU-SUKU,https://www.cryptocompare.com/coins/suku/overview/USD,$ 0.08675,"$ 4,478.76",$ 467.95 k,$ 248.64 k,$ 130.14 M,D+,,https://images.cryptocompare.com/sparkchart/SUKU/USD/latest.png?ts=1655401200
93,Stafi-FIS,https://www.cryptocompare.com/coins/fis/overview/USD,$ 0.3417,-,$ 223.60 k,$ 223.60 k,$ 37.53 M,,,https://images.cryptocompare.com/sparkchart/FIS/USD/latest.png?ts=1655401200
94,Oxygen-OXY,https://www.cryptocompare.com/coins/oxy/overview/USD,$ 0.07956,$ 123.66 k,$ 221.95 k,$ 221.95 k,$ 15.91 M,,,https://images.cryptocompare.com/sparkchart/OXY/USD/latest.png?ts=1655401200
95,Swerve-SWRV,https://www.cryptocompare.com/coins/swrv/overview/USD,$ 0.05314,-,$ 201.76 k,$ 201.76 k,$ 1.02 M,D,,https://images.cryptocompare.com/sparkchart/SWRV/USD/latest.png?ts=1655401200
96,Telos-TLOS,https://www.cryptocompare.com/coins/tlos/overview/USD,$ 0.1887,-,$ 137.16 k,$ 137.16 k,$ 67.02 M,E,,https://images.cryptocompare.com/sparkchart/TLOS/USD/latest.png?ts=1655401200
97,DerivaDAO-DDX,https://www.cryptocompare.com/coins/ddx/overview/USD,$ 0.9231,$ 125.79 k,$ 126.53 k,$ 126.53 k,$ 49.12 M,,,https://images.cryptocompare.com/sparkchart/DDX/USD/latest.png?ts=1655401200
98,UniLend Finance-UFT,https://www.cryptocompare.com/coins/uft/overview/USD,$ 0.1560,-,$ 101.91 k,$ 101.91 k,$ 15.60 M,,,https://images.cryptocompare.com/sparkchart/UFT/USD/latest.png?ts=1655401200
99,KeeperDAO-ROOK,https://www.cryptocompare.com/coins/rook/overview/USD,$ 20.56,$ 73.59 k,$ 89.84 k,$ 89.84 k,$ 26.08 M,,,https://images.cryptocompare.com/sparkchart/ROOK/USD/latest.png?ts=1655401200
100,Fusion-FSN,https://www.cryptocompare.com/coins/fsn/overview/USD,$ 0.2392,$ 0,$ 80.55 k,$ 80.55 k,$ 17.19 M,D+,,https://images.cryptocompare.com/sparkchart/FSN/USD/latest.png?ts=1655401200
1,Fantom-FTM,https://www.cryptocompare.com/coins/ftm/overview/USD,$ 0.2318,$ 145.55 M,$ 145.55 M,$ 626.63 M,C,2.02%,,https://images.cryptocompare.com/sparkchart/FTM/USD/latest.png?ts=1655401200
2,The Sandbox-SAND,https://www.cryptocompare.com/coins/sand/overview/USD,$ 0.8644,$ 119.30 M,$ 119.30 M,$ 2.59 B,B-,2.44%,,https://images.cryptocompare.com/sparkchart/SAND/USD/latest.png?ts=1655401200
3,Decentraland-MANA,https://www.cryptocompare.com/coins/mana/overview/USD,$ 0.8424,$ 118.08 M,$ 117.43 M,$ 1.85 B,B-,1.75%,,https://images.cryptocompare.com/sparkchart/MANA/USD/latest.png?ts=1655401200
4,Axie Infinity Shards-AXS,https://www.cryptocompare.com/coins/axs/overview/USD,$ 14.30,$ 114.42 M,$ 106.57 M,$ 3.86 B,C+,5.38%,,https://images.cryptocompare.com/sparkchart/AXS/USD/latest.png?ts=1655401200
5,Theta-THETA,https://www.cryptocompare.com/coins/theta/overview/USD,$ 1.241,$ 102.67 M,$ 102.46 M,$ 1.24 B,,11.98%,,https://images.cryptocompare.com/sparkchart/THETA/USD/latest.png?ts=1655401200
6,Tezos-XTZ,https://www.cryptocompare.com/coins/xtz/overview/USD,$ 1.421,$ 59.19 M,$ 58.41 M,$ 1.31 B,C,3.87%,,https://images.cryptocompare.com/sparkchart/XTZ/USD/latest.png?ts=1655401200
7,Ethereum Name Service-ENS,https://www.cryptocompare.com/coins/ens/overview/USD,$ 8.387,$ 54.94 M,$ 54.76 M,$ 838.70 M,,-0.71%,,https://images.cryptocompare.com/sparkchart/ENS/USD/latest.png?ts=1655401200
8,Enjin Coin-ENJ,https://www.cryptocompare.com/coins/enj/overview/USD,$ 0.4454,$ 43.70 M,$ 43.67 M,$ 445.40 M,C+,2.06%,,https://images.cryptocompare.com/sparkchart/ENJ/USD/latest.png?ts=1655401200
9,Chiliz-CHZ,https://www.cryptocompare.com/coins/chz/overview/USD,$ 0.09495,$ 35.24 M,$ 34.03 M,$ 844.00 M,,4.01%,,https://images.cryptocompare.com/sparkchart/CHZ/USD/latest.png?ts=1655401200
10,Gala-GALA,https://www.cryptocompare.com/coins/gala/overview/USD,$ 0.05738,$ 30.53 M,$ 30.53 M,$ 2.16 B,,-2.10%,,https://images.cryptocompare.com/sparkchart/GALA/USD/latest.png?ts=1655401200
11,Origin Protocol-OGN,https://www.cryptocompare.com/coins/ogn/overview/USD,$ 0.2144,$ 28.30 M,$ 28.30 M,$ 214.40 M,C+,1.85%,,https://images.cryptocompare.com/sparkchart/OGN/USD/latest.png?ts=1655401200
12,Flow - Dapper Labs-FLOW,https://www.cryptocompare.com/coins/flow/overview/USD,$ 1.509,$ 20.69 M,$ 20.69 M,$ 1.56 B,,1.34%,,https://images.cryptocompare.com/sparkchart/FLOW/USD/latest.png?ts=1655401200
13,Smooth Love Potion-SLP,https://www.cryptocompare.com/coins/slp/overview/USD,$ 0.003673,$ 21.27 M,$ 20.23 M,$ 19.75 M,,0.34%,,https://images.cryptocompare.com/sparkchart/SLP/USD/latest.png?ts=1655401200
14,BakeryToken-BAKE,https://www.cryptocompare.com/coins/bake/overview/USD,$ 0.2292,$ 18.36 M,$ 18.36 M,$ 167.65 M,,1.72%,,https://images.cryptocompare.com/sparkchart/BAKE/USD/latest.png?ts=1655401200
15,Voxies-VOXEL,https://www.cryptocompare.com/coins/voxel/overview/USD,$ 0.3755,$ 16.53 M,$ 16.53 M,$ 112.66 M,,0.55%,,https://images.cryptocompare.com/sparkchart/VOXEL/USD/latest.png?ts=1655401200
16,Worldwide Asset eXchange-WAXP,https://www.cryptocompare.com/coins/waxp/overview/USD,$ 0.08689,$ 13.90 M,$ 13.73 M,$ 323.53 M,D,5.15%,,https://images.cryptocompare.com/sparkchart/WAXP/USD/latest.png?ts=1655401200
17,Vulcan Forged-PYR,https://www.cryptocompare.com/coins/pyr/overview/USD,$ 3.338,$ 11.01 M,$ 11.01 M,$ 166.89 M,,2.13%,,https://images.cryptocompare.com/sparkchart/PYR/USD/latest.png?ts=1655401200
18,MOBOX-MBOX,https://www.cryptocompare.com/coins/mbox/overview/USD,$ 0.5697,$ 8.13 M,$ 7.96 M,$ 217.07 M,,2.32%,,https://images.cryptocompare.com/sparkchart/MBOX/USD/latest.png?ts=1655401200
19,My Neighbor Alice-ALICE,https://www.cryptocompare.com/coins/alice/overview/USD,$ 2.023,$ 4.15 M,$ 4.15 M,$ 186.12 M,,0.00%,,https://images.cryptocompare.com/sparkchart/ALICE/USD/latest.png?ts=1655401200
20,Illuvium-ILV,https://www.cryptocompare.com/coins/ilv/overview/USD,$ 166.42,$ 3.18 M,$ 3.05 M,$ 1.16 B,,1.01%,,https://images.cryptocompare.com/sparkchart/ILV/USD/latest.png?ts=1655401200
21,SuperFarm-SUPER,https://www.cryptocompare.com/coins/super/overview/USD,$ 0.1315,$ 2.83 M,$ 2.83 M,$ 131.47 M,,2.16%,,https://images.cryptocompare.com/sparkchart/SUPER/USD/latest.png?ts=1655401200
22,Bombcrypto-BCOIN,https://www.cryptocompare.com/coins/bcoin/overview/USD,$ 0.06405,$ 2.63 M,$ 2.40 M,$ 6.40 M,,10.33%,,https://images.cryptocompare.com/sparkchart/BCOIN/USD/latest.png?ts=1655401200
23,Aavegotchi-GHST,https://www.cryptocompare.com/coins/ghst/overview/USD,$ 1.359,$ 2.00 M,$ 1.96 M,$ 67.76 M,,-0.45%,,https://images.cryptocompare.com/sparkchart/GHST/USD/latest.png?ts=1655401200
24,iExec-RLC,https://www.cryptocompare.com/coins/rlc/overview/USD,$ 0.6612,$ 1.92 M,$ 1.92 M,$ 57.53 M,D+,0.16%,,https://images.cryptocompare.com/sparkchart/RLC/USD/latest.png?ts=1655401200
25,Dego Finance-DEGO,https://www.cryptocompare.com/coins/dego/overview/USD,$ 1.392,$ 1.76 M,$ 1.76 M,$ 14.13 M,,1.97%,,https://images.cryptocompare.com/sparkchart/DEGO/USD/latest.png?ts=1655401200
26,Ultra-ULTRA,https://www.cryptocompare.com/coins/ultra/overview/USD,$ 0.2491,$ 1.75 M,$ 1.75 M,$ 249.05 M,C-,9.86%,,https://images.cryptocompare.com/sparkchart/ULTRA/USD/latest.png?ts=1655401200
27,Terra Virtua Kolect-TVK,https://www.cryptocompare.com/coins/tvk/overview/USD,$ 0.03307,$ 1.09 M,$ 1.09 M,$ 39.68 M,,3.43%,,https://images.cryptocompare.com/sparkchart/TVK/USD/latest.png?ts=1655401200
28,Xeno Token-XNO,https://www.cryptocompare.com/coins/xno/overview/USD,$ 0.02188,$ 705.72 k,$ 705.72 k,$ 45.94 M,,3.29%,,https://images.cryptocompare.com/sparkchart/XNO/USD/latest.png?ts=1655401200
29,LUKSO-LYXE,https://www.cryptocompare.com/coins/lyxe/overview/USD,$ 3.946,$ 747.01 k,$ 700.55 k,$ 394.61 M,,3.15%,,https://images.cryptocompare.com/sparkchart/LYXE/USD/latest.png?ts=1655401200
30,Alien Worlds-TLM,https://www.cryptocompare.com/coins/tlm/overview/USD,$ 0.02358,$ 477.79 k,$ 477.79 k,$ 33.50 M,,3.61%,,https://images.cryptocompare.com/sparkchart/TLM/USD/latest.png?ts=1655401200
31,Rarible-RARI,https://www.cryptocompare.com/coins/rari/overview/USD,$ 2.060,$ 462.75 k,$ 462.75 k,$ 51.50 M,,0.49%,,https://images.cryptocompare.com/sparkchart/RARI/USD/latest.png?ts=1655401200
32,Student Coin-STC,https://www.cryptocompare.com/coins/stc/overview/USD,$ 0.004558,$ 415.52 k,$ 415.52 k,$ 45.58 M,,13.27%,,https://images.cryptocompare.com/sparkchart/STC/USD/latest.png?ts=1655401200
33,REVV-REVV,https://www.cryptocompare.com/coins/revv/overview/USD,$ 0.01657,$ 340.98 k,$ 338.13 k,$ 49.72 M,,5.46%,,https://images.cryptocompare.com/sparkchart/REVV/USD/latest.png?ts=1655401200
34,ECOMI-OMI,https://www.cryptocompare.com/coins/omi/overview/USD,$ 0.001145,$ 910.50 k,$ 324.52 k,$ 275.74 M,,-0.53%,,https://images.cryptocompare.com/sparkchart/OMI/USD/latest.png?ts=1655401200
35,Telos-TLOS,https://www.cryptocompare.com/coins/tlos/overview/USD,$ 0.1888,$ 137.27 k,$ 137.27 k,$ 67.08 M,E,0.47%,,https://images.cryptocompare.com/sparkchart/TLOS/USD/latest.png?ts=1655401200
36,Ronin-RON,https://www.cryptocompare.com/coins/ron/overview/USD,$ 0.2630,$ 125.85 k,$ 125.85 k,$ 263.04 M,,4.10%,,https://images.cryptocompare.com/sparkchart/RON/USD/latest.png?ts=1655401200
37,Kalao-KLO,https://www.cryptocompare.com/coins/klo/overview/USD,$ 0.02403,$ 98.89 k,$ 98.89 k,$ 12.01 M,,7.64%,,https://images.cryptocompare.com/sparkchart/KLO/USD/latest.png?ts=1655401200
38,AC Milan Fan Token-ACM,https://www.cryptocompare.com/coins/acm/overview/USD,$ 2.906,$ 96.66 k,$ 96.66 k,$ 58.00 M,,2.15%,,https://images.cryptocompare.com/sparkchart/ACM/USD/latest.png?ts=1655401200
39,Bondly-BONDLY,https://www.cryptocompare.com/coins/bondly/overview/USD,$ 0.009391,$ 68.84 k,$ 68.84 k,$ 9.24 M,,-1.61%,,https://images.cryptocompare.com/sparkchart/BONDLY/USD/latest.png?ts=1655401200
40,UniLayer-LAYER,https://www.cryptocompare.com/coins/layer/overview/USD,$ 0.05274,$ 56.00 k,$ 26.24 k,$ 2.11 M,,7.79%,,https://images.cryptocompare.com/sparkchart/LAYER/USD/latest.png?ts=1655401200
41,Muse DAO-MUSE,https://www.cryptocompare.com/coins/muse/overview/USD,$ 3.564,$ 111.05 k,$ 12.51 k,$ 3.45 M,,-4.74%,,https://images.cryptocompare.com/sparkchart/MUSE/USD/latest.png?ts=1655401200
42,Meme Inu-MEMEINU,https://www.cryptocompare.com/coins/memeinu/overview/USD,$ 0.0005763,$ 43.20 k,"$ 8,737.89",$ 1.16 M,,12.29%,,https://images.cryptocompare.com/sparkchart/MEMEINU/USD/latest.png?ts=1655401200
43,Chain Guardians-CGG,https://www.cryptocompare.com/coins/cgg/overview/USD,$ 0.1261,"$ 6,368.73","$ 6,368.73",$ 15.13 M,,3.18%,,https://images.cryptocompare.com/sparkchart/CGG/USD/latest.png?ts=1655401200
44,Blockchain Cuties Universe Governance-BCUG,https://www.cryptocompare.com/coins/bcug/overview/USD,$ 0.1135,"$ 3,765.46","$ 2,683.16",$ 402.97 k,,-5.11%,,https://images.cryptocompare.com/sparkchart/BCUG/USD/latest.png?ts=1655401200
45,NFTX-NFTX,https://www.cryptocompare.com/coins/nftx/overview/USD,$ 24.89,"$ 2,919.19","$ 2,650.46",$ 16.18 M,,-4.61%,,https://images.cryptocompare.com/sparkchart/NFTX/USD/latest.png?ts=1655401200
46,Ubiq-UBQ,https://www.cryptocompare.com/coins/ubq/overview/USD,$ 0.03399,$ 863.99,$ 863.99,$ 1.63 M,E-,-6.75%,,https://images.cryptocompare.com/sparkchart/UBQ/USD/latest.png?ts=1655401200
47,Abyss Finance-ABYSS,https://www.cryptocompare.com/coins/abyss/overview/USD,$ 0.01499,$ 54.67 k,$ 821.38,$ 7.62 M,D,-1.33%,,https://images.cryptocompare.com/sparkchart/ABYSS/USD/latest.png?ts=1655401200
48,Zap-ZAP,https://www.cryptocompare.com/coins/zap/overview/USD,$ 0.004293,$ 638.13,$ 638.13,$ 2.23 M,E+,-13.72%,,https://images.cryptocompare.com/sparkchart/ZAP/USD/latest.png?ts=1655401200
49,Ethernity Chain-ERN,https://www.cryptocompare.com/coins/ern/overview/USD,$ 1.325,$ 93.61 k,$ 472.05,$ 39.76 M,,3.33%,,https://images.cryptocompare.com/sparkchart/ERN/USD/latest.png?ts=1655401200
50,VIBEHub-VIBE,https://www.cryptocompare.com/coins/vibe/overview/USD,$ 0.005738,$ 331.12,$ 331.12,$ 1.53 M,E+,-2.75%,,https://images.cryptocompare.com/sparkchart/VIBE/USD/latest.png?ts=1655401200
51,Polka City-POLC,https://www.cryptocompare.com/coins/polc/overview/USD,$ 0.05955,$ 101.61 k,$ 324.79,$ 14.89 M,,7.37%,,https://images.cryptocompare.com/sparkchart/POLC/USD/latest.png?ts=1655401200
52,RedFOX Labs-RFOX,https://www.cryptocompare.com/coins/rfox/overview/USD,$ 0.01258,$ 53.46,$ 53.46,$ 25.16 M,,-3.67%,,https://images.cryptocompare.com/sparkchart/RFOX/USD/latest.png?ts=1655401200
53,DMarket-DMT,https://www.cryptocompare.com/coins/dmt/overview/USD,$ 0.002338,$ 18.19,$ 18.59,$ 133.07 k,E+,10.94%,,https://images.cryptocompare.com/sparkchart/DMT/USD/latest.png?ts=1655401200
54,The Famous Token-TFT,https://www.cryptocompare.com/coins/tft/overview/USD,$ 0.01211,$ 1e-12,$ 1e-12,"$ 1,193.20",,0.86%,,https://images.cryptocompare.com/sparkchart/TFT/USD/latest.png?ts=1655401200
55,Oxcert-ZXC,https://www.cryptocompare.com/coins/zxc/overview/USD,$ 0.02796,$ 0,$ 0,$ 9.42 M,,0.71%,,https://images.cryptocompare.com/sparkchart/ZXC/USD/latest.png?ts=1655401200
56,WHALE-WHALE,https://www.cryptocompare.com/coins/whale/overview/USD,$ 1.359,$ 104.05 k,$ 0,$ 13.59 M,,6.58%,,https://images.cryptocompare.com/sparkchart/WHALE/USD/latest.png?ts=1655401200
57,Waifu Token-WAIF,https://www.cryptocompare.com/coins/waif/overview/USD,-,-,-,-,,0.00%,,https://images.cryptocompare.com/sparkchart/WAIF/USD/latest.png?ts=1655401200
58,Unisocks-SOCKS,https://www.cryptocompare.com/coins/socks/overview/USD,-,-,-,-,,0.00%,,https://images.cryptocompare.com/sparkchart/SOCKS/USD/latest.png?ts=1655401200
59,Shroom.Finance-SHROOM,https://www.cryptocompare.com/coins/shroom/overview/USD,$ 0.05142,$ 13.12 k,$ 0,$ 3.37 M,,2.48%,,https://images.cryptocompare.com/sparkchart/SHROOM/USD/latest.png?ts=1655401200
60,FingerprintsDAO-PRINTS,https://www.cryptocompare.com/coins/prints/overview/USD,-,-,-,-,,0.00%,,https://images.cryptocompare.com/sparkchart/PRINTS/USD/latest.png?ts=1655401200
61,Polyient Games Governance Token-PGT,https://www.cryptocompare.com/coins/pgt/overview/USD,$ 33.60,$ 0,$ 0,$ 671.92 k,,0.68%,,https://images.cryptocompare.com/sparkchart/PGT/USD/latest.png?ts=1655401200
62,MurAll-PAINT,https://www.cryptocompare.com/coins/paint/overview/USD,$ 0.00003360,"$ 2,549.07",$ 0,$ 739.71 k,,0.68%,,https://images.cryptocompare.com/sparkchart/PAINT/USD/latest.png?ts=1655401200
63,NFTX Hashmasks Index-NFTXHI,https://www.cryptocompare.com/coins/nftxhi/overview/USD,-,-,-,-,,0.00%,,https://images.cryptocompare.com/sparkchart/NFTXHI/USD/latest.png?ts=1655401200
64,Monavale-MONAV,https://www.cryptocompare.com/coins/monav/overview/USD,-,-,-,-,,0.00%,,https://images.cryptocompare.com/sparkchart/MONAV/USD/latest.png?ts=1655401200
65,Meme-MEME,https://www.cryptocompare.com/coins/meme/overview/USD,$ 158.08,$ 0,$ 0,$ 1.69 M,E-,-0.01%,,https://images.cryptocompare.com/sparkchart/MEME/USD/latest.png?ts=1655401200
66,NFTLootBox-LOOT,https://www.cryptocompare.com/coins/loot/overview/USD,$ 9.399,$ 1.22 M,$ 0,$ 375.96 k,,-1.36%,,https://images.cryptocompare.com/sparkchart/LOOT/USD/latest.png?ts=1655401200
67,Gourmet Galaxy-GUM,https://www.cryptocompare.com/coins/gum/overview/USD,$ 0.07582,$ 3e-15,$ 0,$ 1.52 M,,0.69%,,https://images.cryptocompare.com/sparkchart/GUM/USD/latest.png?ts=1655401200
68,Gameswap-GSWAP,https://www.cryptocompare.com/coins/gswap/overview/USD,$ 0.2291,$ 13.61 k,$ 0,$ 4.58 M,,-13.30%,,https://images.cryptocompare.com/sparkchart/GSWAP/USD/latest.png?ts=1655401200
69,Guaranteed Entrance Token-GET,https://www.cryptocompare.com/coins/get/overview/USD,$ 0.8397,$ 0,$ 0,$ 28.02 M,,0.84%,,https://images.cryptocompare.com/sparkchart/GET/USD/latest.png?ts=1655401200
70,DomRaider-DRT,https://www.cryptocompare.com/coins/drt/overview/USD,$ 0.0003920,$ 0,$ 0,$ 509.62 k,,0.69%,,https://images.cryptocompare.com/sparkchart/DRT/USD/latest.png?ts=1655401200
71,Doki Doki Finance-DOKI,https://www.cryptocompare.com/coins/doki/overview/USD,$ 9.409,$ 0,$ 0,$ 470.42 k,,0.69%,,https://images.cryptocompare.com/sparkchart/DOKI/USD/latest.png?ts=1655401200
72,Crowns-CWS,https://www.cryptocompare.com/coins/cws/overview/USD,-,-,-,-,,0.00%,,https://images.cryptocompare.com/sparkchart/CWS/USD/latest.png?ts=1655401200
73,Circuits of Value-COVAL,https://www.cryptocompare.com/coins/coval/overview/USD,$ 0.002125,$ 0,$ 0,$ 3.78 M,,0.84%,,https://images.cryptocompare.com/sparkchart/COVAL/USD/latest.png?ts=1655401200
74,Cat Token-CAT,https://www.cryptocompare.com/coins/cat/overview/USD,$ 0.06709,"$ 9,850.41",$ 0,$ 737.97 k,,20.34%,,https://images.cryptocompare.com/sparkchart/CAT/USD/latest.png?ts=1655401200
75,Azuki-AZUKI,https://www.cryptocompare.com/coins/azuki/overview/USD,-,-,-,-,,0.00%,,https://images.cryptocompare.com/sparkchart/AZUKI/USD/latest.png?ts=1655401200
76,AetherV2-ATH,https://www.cryptocompare.com/coins/ath/overview/USD,$ 0.0004250,$ 0,$ 0,$ 298.07 k,,0.84%,,https://images.cryptocompare.com/sparkchart/ATH/USD/latest.png?ts=1655401200
77,Artfinity Token-ARTF,https://www.cryptocompare.com/coins/artf/overview/USD,$ 0.00001299,$ 0,$ 0,$ 12.99 k,,-0.01%,,https://images.cryptocompare.com/sparkchart/ARTF/USD/latest.png?ts=1655401200
